Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40213214,09/06/2018 10:11:30 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11208,239 MCKINLEY AVENUE,MCKINLEY AVENUE,SHERIDAN AVENUE,GRANT AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/06/2018 10:11:30 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/06/2018 10:23:54 PM,05 BROOKLYN,3041740001,BROOKLYN,1021104,187226,PHONE,Unspecified,BROOKLYN,,,,,,,,40.680492164504535,-73.8671266470121,"(40.680492164504535, -73.8671266470121)"
40213542,09/07/2018 09:27:53 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,1589 BEDFORD AVENUE,BEDFORD AVENUE,PRESIDENT STREET,CARROLL STREET,,,ADDRESS,BROOKLYN,,N/A,Pending,10/07/2018 09:27:53 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 09:34:11 AM,09 BROOKLYN,3012810009,BROOKLYN,996451,182657,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66801959993273,-73.95601877484214,"(40.66801959993273, -73.95601877484214)"
40213544,09/07/2018 01:06:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11203,885 TROY AVENUE,TROY AVENUE,CHURCH AVENUE,SNYDER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/07/2018 01:06:04 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 01:10:18 PM,17 BROOKLYN,3048980004,BROOKLYN,1001971,176537,PHONE,Unspecified,BROOKLYN,,,,,,,,40.651212223653935,-73.936136793523,"(40.651212223653935, -73.936136793523)"
40214087,09/07/2018 12:50:58 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,3612 BARNES AVENUE,BARNES AVENUE,EAST 213 STREET,EAST 214 STREET,,,ADDRESS,BRONX,,N/A,Pending,10/07/2018 12:50:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 12:57:56 PM,12 BRONX,2046720040,BRONX,1022517,259444,PHONE,Unspecified,BRONX,,,,,,,,40.87870514332617,-73.86162090864839,"(40.87870514332617, -73.86162090864839)"
40214540,09/07/2018 05:16:40 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11368,55-12 111 STREET,111 STREET,55 AVENUE,CAROUSEL LOOP,,,ADDRESS,CORONA,,N/A,Pending,10/07/2018 05:16:40 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 05:19:30 PM,04 QUEENS,4020110020,QUEENS,1025596,209650,ONLINE,Unspecified,QUEENS,,,,,,,,40.742020780506046,-73.85079351766049,"(40.742020780506046, -73.85079351766049)"
40214596,09/07/2018 12:00:00 AM,09/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11419,105-62 131ST ST,131ST ST,,,,,LATLONG,SOUTH RICHMOND HILL,,N/A,Closed,10/07/2018 09:55:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 12:00:00 AM,Unspecified QUEENS,,QUEENS,1035930,189853,MOBILE,Unspecified,QUEENS,,,,,,,,40.68762852034364,-73.81365299971999,"(40.68762852034364, -73.81365299971999)"
40214643,09/07/2018 12:00:00 AM,10/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Day Care/Nursery,11354,150-15 41 AVENUE,41 AVENUE,150 STREET,MURRAY STREET,,,ADDRESS,Flushing,,N/A,Closed,10/07/2018 11:39:39 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/01/2018 12:00:00 AM,07 QUEENS,4050340010,QUEENS,1035836,217254,ONLINE,Unspecified,QUEENS,,,,,,,,40.76283798499606,-73.81378190488886,"(40.76283798499606, -73.81378190488886)"
40214670,09/07/2018 06:41:58 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,511 WEST 151 STREET,WEST 151 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Pending,10/07/2018 06:41:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 06:50:58 PM,09 MANHATTAN,1020830026,MANHATTAN,999349,241413,PHONE,Unspecified,MANHATTAN,,,,,,,,40.829285473406294,-73.94544037175041,"(40.829285473406294, -73.94544037175041)"
40214874,09/07/2018 12:00:00 AM,10/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10303,1787 FOREST AVENUE,FOREST AVENUE,WILLOW ROAD WEST,MORNINGSTAR ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,10/07/2018 08:39:05 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/11/2018 12:00:00 AM,01 STATEN ISLAND,5014770026,STATEN ISLAND,943057,167044,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.625077926629544,-74.1483938824893,"(40.625077926629544, -74.1483938824893)"
40215150,09/07/2018 04:53:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11220,474 60 STREET,60 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/07/2018 04:53:46 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 04:58:01 PM,07 BROOKLYN,3057820034,BROOKLYN,979566,172408,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.639895501636694,-74.01687740550224,"(40.639895501636694, -74.01687740550224)"
40215172,09/07/2018 03:46:38 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10466,3970 LACONIA AVENUE,LACONIA AVENUE,EAST 224 STREET,EAST 225 STREET,,,ADDRESS,BRONX,,N/A,Pending,10/07/2018 03:46:38 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 03:52:05 PM,12 BRONX,2049030042,BRONX,1025911,261428,PHONE,Unspecified,BRONX,,,,,,,,40.88413522925913,-73.84933538966919,"(40.88413522925913, -73.84933538966919)"
40215463,09/07/2018 12:00:00 AM,09/26/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10039,247 WEST  145 STREET,WEST  145 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/07/2018 02:40:39 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/26/2018 12:00:00 AM,10 MANHATTAN,1020310007,MANHATTAN,1000726,238846,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.822237329107956,-73.94047094277528,"(40.822237329107956, -73.94047094277528)"
40512744,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11213,949 SAINT JOHNS PLACE,SAINT JOHNS PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,11/09/2018 11:30:50 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 11:36:40 AM,08 BROOKLYN,3012490067,BROOKLYN,999056,183907,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67144659683158,-73.94662572806939,"(40.67144659683158, -73.94662572806939)"
40512745,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11417,,,,,CROSS BAY BOULEVARD,PITKIN AVENUE,INTERSECTION,Ozone Park,,N/A,Assigned,11/09/2018 08:24:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 08:32:10 PM,10 QUEENS,,QUEENS,1027751,184198,PHONE,Unspecified,QUEENS,,,,,,,,40.67215083067139,-73.84318115522036,"(40.67215083067139, -73.84318115522036)"
40474575,10/06/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11230,1709 AVENUE K,AVENUE K,EAST 17 STREET,EAST 18 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,11/05/2018 03:07:16 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/06/2018 03:12:59 AM,14 BROOKLYN,3067190078,BROOKLYN,995674,166266,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62303088371054,-73.9588474019223,"(40.62303088371054, -73.9588474019223)"
40513113,10/10/2018 12:00:00 AM,10/15/2018 03:44:28 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10029,171 EAST 104 STREET,EAST 104 STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,11/09/2018 01:23:55 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/15/2018 03:44:28 PM,Unspecified MANHATTAN,,MANHATTAN,999139,227288,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79051663133898,-73.94623052785506,"(40.79051663133898, -73.94623052785506)"
40513114,10/10/2018 12:00:00 AM,10/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10028,EAST 85 STREET,EAST 85 STREET,MADISON AVENUE,PARK AVENUE,,,BLOCKFACE,NEW YORK,,N/A,Closed,11/09/2018 04:48:16 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/11/2018 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,995726,223402,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77985569004827,-73.95856272064796,"(40.77985569004827, -73.95856272064796)"
40480560,10/06/2018 12:00:00 AM,10/09/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10455,943 EAST  156 STREET,EAST  156 STREET,DAWSON STREET,KELLY STREET,,,ADDRESS,BRONX,,N/A,Closed,11/05/2018 08:52:18 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/09/2018 12:00:00 AM,02 BRONX,2027010012,BRONX,1011886,236744,PHONE,Unspecified,BRONX,,,,,,,,40.81644006879795,-73.90015768727457,"(40.81644006879795, -73.90015768727457)"
40215975,09/07/2018 07:09:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10469,2541 COLDEN AVENUE,COLDEN AVENUE,,,,,LATLONG,BRONX,,N/A,Pending,10/07/2018 07:09:04 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 07:12:19 PM,11 BRONX,,BRONX,1022987,254063,MOBILE,Unspecified,BRONX,,,,,,,,40.86393391476346,-73.85995243207071,"(40.86393391476346, -73.85995243207071)"
40215997,09/07/2018 12:21:41 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11237,,,,,COOPER STREET,IRVING AVENUE,INTERSECTION,BROOKLYN,,N/A,Pending,10/07/2018 12:21:41 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 12:35:19 PM,04 BROOKLYN,,BROOKLYN,1011208,191558,PHONE,Unspecified,BROOKLYN,,,,,,,,40.692418175055266,-73.90278830217078,"(40.692418175055266, -73.90278830217078)"
40216058,09/07/2018 08:56:10 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10460,601 MEAD STREET,MEAD STREET,GARFIELD STREET,UNIONPORT ROAD,,,ADDRESS,BRONX,,N/A,Pending,10/07/2018 08:56:10 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 09:05:21 AM,11 BRONX,2040270045,BRONX,1021000,246116,PHONE,Unspecified,BRONX,,,,,,,,40.842130283431835,-73.86717967252939,"(40.842130283431835, -73.86717967252939)"
40216096,09/07/2018 10:06:49 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10024,312 WEST 82 STREET,WEST 82 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,N/A,Pending,10/07/2018 10:06:49 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 10:12:28 AM,07 MANHATTAN,1012440083,MANHATTAN,989761,225797,PHONE,Unspecified,MANHATTAN,,,,,,,,40.786435060228555,-73.98009904093934,"(40.786435060228555, -73.98009904093934)"
40216602,09/07/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10024,1 WEST 85 STREET,WEST 85 STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,10/07/2018 09:43:43 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2018 12:00:00 AM,Unspecified MANHATTAN,,MANHATTAN,992537,225258,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78495348217867,-73.97007519873875,"(40.78495348217867, -73.97007519873875)"
40217126,09/07/2018 08:45:50 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10456,1220 BROOK AVENUE,BROOK AVENUE,,,,,LATLONG,BRONX,,N/A,Pending,10/07/2018 08:45:50 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 08:48:38 AM,03 BRONX,,BRONX,1009497,242215,MOBILE,Unspecified,BRONX,,,,,,,,40.831463554052235,-73.90876798549729,"(40.831463554052235, -73.90876798549729)"
40217343,09/07/2018 08:36:17 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10471,231 WEST 246 STREET,WEST 246 STREET,,,,,LATLONG,BRONX,,N/A,Pending,10/07/2018 08:36:17 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 08:39:25 PM,08 BRONX,,BRONX,1012418,264877,MOBILE,Unspecified,BRONX,,,,,,,,40.89365502355389,-73.89811748636065,"(40.89365502355389, -73.89811748636065)"
40217416,09/07/2018 11:33:03 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10023,40 WEST 61 STREET,WEST 61 STREET,BROADWAY,COLUMBUS AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,10/07/2018 11:33:03 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 11:37:43 AM,07 MANHATTAN,1011130001,MANHATTAN,988995,219828,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77005217453366,-73.98286938474254,"(40.77005217453366, -73.98286938474254)"
40217787,09/07/2018 08:36:15 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10024,42 WEST 91 STREET,WEST 91 STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,10/07/2018 08:36:15 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 08:39:25 PM,07 MANHATTAN,,MANHATTAN,993044,226603,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.788644657382015,-73.96824263391346,"(40.788644657382015, -73.96824263391346)"
40217879,09/07/2018 04:07:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10029,122 EAST 103 STREET,EAST 103 STREET,PARK AVENUE,LEXINGTON AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,10/07/2018 04:07:04 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 04:13:21 PM,11 MANHATTAN,1016300065,MANHATTAN,998528,227326,PHONE,Unspecified,MANHATTAN,,,,,,,,40.790621939382916,-73.94843698476967,"(40.790621939382916, -73.94843698476967)"
40217936,09/07/2018 01:42:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10455,499 CONCORD AVENUE,CONCORD AVENUE,EAST 147 STREET,EAST 149 STREET,,,ADDRESS,BRONX,,N/A,Pending,10/07/2018 01:42:46 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 01:45:18 PM,01 BRONX,2025790040,BRONX,1009561,235104,ONLINE,Unspecified,BRONX,,,,,,,,40.811945696908175,-73.90856353900917,"(40.811945696908175, -73.90856353900917)"
40218178,09/07/2018 09:21:22 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10455,372 EAST 152 STREET,EAST 152 STREET,,,,,LATLONG,BRONX,,N/A,Pending,10/07/2018 09:21:22 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 09:23:00 PM,01 BRONX,,BRONX,1006980,237357,MOBILE,Unspecified,BRONX,,,,,,,,40.81813656661206,-73.91787981391056,"(40.81813656661206, -73.91787981391056)"
40218334,09/07/2018 04:49:04 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11366,UNION TURNPIKE,UNION TURNPIKE,169 STREET,170 STREET,,,BLOCKFACE,FRESH MEADOWS,,N/A,Pending,10/07/2018 04:49:04 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 04:58:01 PM,08 QUEENS,,QUEENS,1039989,202887,PHONE,Unspecified,QUEENS,,,,,,,,40.723379053319434,-73.79890927611794,"(40.723379053319434, -73.79890927611794)"
40218363,09/07/2018 03:14:34 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11234,907 EAST 54 STREET,EAST 54 STREET,FOSTER AVENUE,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,N/A,Pending,10/07/2018 03:14:34 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 03:23:14 PM,18 BROOKLYN,3079720016,BROOKLYN,1005125,170986,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63596905539722,-73.92478754245974,"(40.63596905539722, -73.92478754245974)"
40218401,09/07/2018 10:45:08 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10037,60 WEST 142 STREET,WEST 142 STREET,CHISUM PLACE,LENOX AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,10/07/2018 10:45:08 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 10:53:11 AM,10 MANHATTAN,1017370059,MANHATTAN,1001843,237298,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81798635263026,-73.93643919542686,"(40.81798635263026, -73.93643919542686)"
40218409,09/07/2018 05:54:14 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10037,60 WEST 142 STREET,WEST 142 STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,10/07/2018 05:54:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 05:57:07 AM,10 MANHATTAN,,MANHATTAN,1001779,237068,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81735519462686,-73.93667101825184,"(40.81735519462686, -73.93667101825184)"
40218584,09/07/2018 01:36:30 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11233,1847 EASTERN PARKWAY,EASTERN PARKWAY,PACIFIC STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/07/2018 01:36:30 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 01:38:02 PM,16 BROOKLYN,3014350047,BROOKLYN,1009719,185419,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67557244022385,-73.90818090006617,"(40.67557244022385, -73.90818090006617)"
40218710,09/07/2018 03:10:49 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Public Garden,11238,,,,,VANDERBILT AVENUE,ST MARKS AVENUE,INTERSECTION,BROOKLYN,,N/A,Pending,10/07/2018 03:10:49 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 03:13:57 PM,08 BROOKLYN,,BROOKLYN,992975,186490,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67854443144062,-73.96854382900091,"(40.67854443144062, -73.96854382900091)"
40219977,09/07/2018 07:28:32 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,393 LINCOLN PL,LINCOLN PL,,,,,LATLONG,BROOKLYN,,N/A,Pending,10/07/2018 07:28:32 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 07:30:40 AM,08 BROOKLYN,,BROOKLYN,994520,184405,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.672819919162734,-73.96297683086675,"(40.672819919162734, -73.96297683086675)"
40220458,09/07/2018 09:04:46 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11373,51-25 VANKLEECK STREET,VANKLEECK STREET,CODWISE PLACE,KNEELAND AVENUE,,,ADDRESS,ELMHURST,,N/A,Pending,10/07/2018 09:04:46 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 09:18:55 PM,04 QUEENS,4024740021,QUEENS,1016880,207599,PHONE,Unspecified,QUEENS,,,,,,,,40.73642775347293,-73.88225709965161,"(40.73642775347293, -73.88225709965161)"
40220467,09/07/2018 04:15:49 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Public Garden,10013,190 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,VANDAM STREET,CHARLTON STREET,,,ADDRESS,NEW YORK,,N/A,Pending,10/07/2018 04:15:49 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 04:17:34 PM,02 MANHATTAN,1005040011,MANHATTAN,983238,203929,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.726414636772915,-74.00365117608368,"(40.726414636772915, -74.00365117608368)"
40220489,09/07/2018 04:04:34 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11233,623 MACON STREET,MACON STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/07/2018 04:04:34 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 04:10:04 PM,03 BROOKLYN,3016670046,BROOKLYN,1004585,188386,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68372946190149,-73.92668068365434,"(40.68372946190149, -73.92668068365434)"
40484259,10/07/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10001,401 7 AVENUE,7 AVENUE,WEST 32 STREET,WEST 33 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,11/06/2018 09:10:37 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/07/2018 09:13:00 AM,05 MANHATTAN,1008087501,MANHATTAN,986609,212447,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74979417997734,-73.99148602057147,"(40.74979417997734, -73.99148602057147)"
40220618,09/07/2018 10:41:42 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10026,2211 8 AVENUE,8 AVENUE,WEST 119 STREET,WEST 120 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,10/07/2018 10:41:42 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2018 10:44:33 AM,10 MANHATTAN,1019460029,MANHATTAN,997033,233128,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80654913537131,-73.95382492370354,"(40.80654913537131, -73.95382492370354)"
